"name","address1_composite","address2_composite","telephone1","websiteurl","chc_256characterstatement","sl_federalein","chc_ntee1","chc_ntee2","chc_ntee3"
"JDRF International, Tennessee, Middle and East Tennessee Chapter","105 Westpark Dr Ste 415
Brentwood, TN 37072
USA",,"615-383-6781","http://www.jdrf.org","JDRF is the leading global organization funding type 1 diabetes (T1D) research. Our mission is to cure, prevent and treat T1D and its complications.","231907729","H  Medical Research","G  Disease, Disorders, Medical Disciplines","E  Health General & Rehabilitative"
"JDRF International, Texas, Northern Texas and Oklahoma Chapter","8140 Walnut Hill Ln Ste 810
Dallas, TX 75231
USA",,"214-373-9808","http://www.jdrf.org","JDRF is the leading global organization funding type 1 diabetes (T1D) research. Our mission is to cure, prevent and treat T1D and its complications.","231907729","H  Medical Research","G  Disease, Disorders, Medical Disciplines","E  Health General & Rehabilitative"
"JDRF International, Texas, Southern Texas Chapter","1776 Yorktown Ste 560
Houston, TX 77056
USA",,"713-334-4400","http://www.jdrf.org","JDRF is the leading global organization funding type 1 diabetes (T1D) research. Our mission is to cure, prevent and treat T1D and its complications.","231907729","H  Medical Research","G  Disease, Disorders, Medical Disciplines","E  Health General & Rehabilitative"
"JDRF International, Washington, Pacific Northwest Chapter","1215 Fourth Ave Ste 1100
Seattle, WA 98161
USA",,"206-838-5153","http://www.jdrf.org","JDRF is the leading global organization funding type 1 diabetes (T1D) research. Our mission is to cure, prevent and treat T1D and its complications.","231907729","H  Medical Research","G  Disease, Disorders, Medical Disciplines","E  Health General & Rehabilitative"
"JDRF International, Wisconsin, Wisconsin Chapter","1800 Appleton Rd Ste 2
Menasha, WI 54952
USA",,"920-997-0038","http://www.jdrf.org","JDRF is the leading global organization funding type 1 diabetes (T1D) research. Our mission is to cure, prevent and treat T1D and its complications.","231907729","H  Medical Research","G  Disease, Disorders, Medical Disciplines","E  Health General & Rehabilitative"
"Kansas City Hospice","9001 State Line Rd Ste 300
Kansas City, MO 64114
USA","1500 Meadow Lake Pkwy Ste 200
Kansas City, MO 64114
USA","816-363-2600","http://www.kchospice.org","Expert care by devoted Hospice & Palliative Care professionals and volunteers, helping children and adults through serious or terminal illness, aging and grief.","431209344","E  Health General & Rehabilitative","F  Mental Health, Crisis Intervention","P  Human Services"
"Kids for the Kingdom","11150 Green Valley Rd
Sebastopol, CA 95472
USA","PO Box 85
Graton, CA 95444
USA","707-829-5504","https://www.kidsforthekingdom.org","Equip and empower disadvantaged children worldwide to transform their nation for Christ through feeding programs, orphanages, water wells, schools, emergency aid, Bible clubs, and evangelism.","680421846","P  Human Services","O  Youth Development","X  Religion, Spiritual Development"
"Kids In Crisis","One Salem St
Cos Cob, CT 06807
USA",,"203-622-6556","https://www.kidsincrisis.org","Kids in Crisis is the only Connecticut agency providing free, round-the-clock crisis intervention, counseling, and emergency shelter to girls and boys, newborn to 17 years.","061027885","F  Mental Health, Crisis Intervention","O  Youth Development","E  Health General & Rehabilitative"
"Kids In Need of Dentistry (KIND)","7190 Colorado Blvd Ste 300
Commerce City, CO 80022
USA",,"720-600-9370","http://www.kindsmiles.org","Saving children’s smiles for over 100 years by providing high quality, comprehensive dental care and education to Colorado kids in need, through dental clinics, and school-based programs.","846038681","E  Health General & Rehabilitative","B  Educational Institutions","P  Human Services"
"Lea's Foundation for Leukemia Research, Connecticut","522 Cottage Grove Rd Bldg H
Bloomfield, CT 06002
USA",,"860-243-1428","http://www.leasfoundation.org","Established in 1998 the foundation funds research to find the cause and/or cure for Leukemia and its related cancers. Additionally we provide public awareness, support and community health programs.","061520923","E  Health General & Rehabilitative","G  Disease, Disorders, Medical Disciplines","H  Medical Research"
"Les Turner ALS Foundation, Illinois","5550 W Touhy Ave Ste 302
Skokie, IL 60077
USA",,"847-679-3311","http://www.lesturnerals.org","For 43 years, our mission has been to provide the most comprehensive care and support to people living with ALS and their families.","362916466","G  Disease, Disorders, Medical Disciplines","H  Medical Research","B  Educational Institutions"
"Leukemia & Lymphoma Society, Arizona, Desert Region, Phoenix","8500 Menaul Blvd Ste B-295
Phoenix Virtual Office
Albuquerque, NM 87112
USA",,"505-872-0141","https://www.lls.org/des","The mission of The Leukemia & Lymphoma Society (LLS) is: Cure leukemia, lymphoma, Hodgkin's disease and myeloma, and improve the quality of life of patients and their families.","135644916","G  Disease, Disorders, Medical Disciplines","H  Medical Research","T  Philanthropy, Voluntarism, and Grantmaking"
"Leukemia & Lymphoma Society, California, Central Valley Region, Bakersfield","7491 N Remington Ave Ste 101
Bakersfield Virtual Office
Fresno, CA 93711
USA","340 W Fallbrook Ave Ste 101
Fresno, CA 93711
USA","559-435-1482","https://www.lls.org/cencal","The mission of The Leukemia & Lymphoma Society (LLS) is: Cure leukemia, lymphoma, Hodgkin's disease and myeloma, and improve the quality of life of patients and their families.","135644916","G  Disease, Disorders, Medical Disciplines","H  Medical Research","T  Philanthropy, Voluntarism, and Grantmaking"
"Leukemia & Lymphoma Society, California, Central Valley Region, Fresno","7491 N Remington Ave Ste 101
Fresno, CA 93711
USA",,"559-435-1482","https://www.lls.org/cencal","The mission of The Leukemia & Lymphoma Society (LLS) is: Cure leukemia, lymphoma, Hodgkin's disease and myeloma, and improve the quality of life of patients and their families.","135644916","G  Disease, Disorders, Medical Disciplines","H  Medical Research","T  Philanthropy, Voluntarism, and Grantmaking"
"Leukemia & Lymphoma Society, California, Northern California Region, San Francisco","111 W St John St Ste 705
San Jose, CA 95113
USA",,"408-490-2666","https://www.lls.org/nocal","The mission of The Leukemia & Lymphoma Society (LLS) is: Cure leukemia, lymphoma, Hodgkin's disease and myeloma, and improve the quality of life of patients and their families.","135644916","G  Disease, Disorders, Medical Disciplines","H  Medical Research","T  Philanthropy, Voluntarism, and Grantmaking"
"Leukemia & Lymphoma Society, California, Southern California - Hawaii Region, San Diego","3890 Murphy Canyon Rd Ste 150
San Diego, CA 92123
USA",,"858-427-6648","https://www.lls.org/socal","The mission of The Leukemia & Lymphoma Society (LLS) is: Cure leukemia, lymphoma, Hodgkin's disease and myeloma, and improve the quality of life of patients and their families.","135644916","G  Disease, Disorders, Medical Disciplines","H  Medical Research","T  Philanthropy, Voluntarism, and Grantmaking"
"Leukemia & Lymphoma Society, Colorado, Mountain Region, Denver","720 S Colorado Blvd Ste 520-N
Denver, CO 80246
USA",,"720-440-8620","https://www.lls.org/mtn","The mission of The Leukemia & Lymphoma Society (LLS) is: Cure leukemia, lymphoma, Hodgkin's disease and myeloma, and improve the quality of life of patients and their families.","135644916","G  Disease, Disorders, Medical Disciplines","H  Medical Research","T  Philanthropy, Voluntarism, and Grantmaking"
"Leukemia & Lymphoma Society, Connecticut, Connecticut - Hudson Valley Region, Hartford","3 International Dr Ste 200
Connecticut Virtual Office
Rye Brook, NY 10573
USA",,"888-557-7177","https://www.lls.org/ct-hv","The mission of The Leukemia & Lymphoma Society (LLS) is: Cure leukemia, lymphoma, Hodgkin's disease and myeloma, and improve the quality of life of patients and their families.","135644916","G  Disease, Disorders, Medical Disciplines","H  Medical Research","T  Philanthropy, Voluntarism, and Grantmaking"
"Leukemia & Lymphoma Society, Virginia, Mid-Atlantic Region, Alexandria","3601 Eisenhower Ave Ste 450
Alexandria Virtual Office
Owings Mills, MD 21117
USA",,"443-471-1600","https://www.lls.org/mid-at","The mission of The Leukemia & Lymphoma Society (LLS) is: Cure leukemia, lymphoma, Hodgkin's disease and myeloma, and improve the quality of life of patients and their families.","135644916","G  Disease, Disorders, Medical Disciplines","H  Medical Research","T  Philanthropy, Voluntarism, and Grantmaking"
"Leukemia & Lymphoma Society, Florida, South Florida Region, West Palm Beach","3 International Dr Ste 200
Florida Virtual Office
Rye Brook, NY 10573
USA",,"888-557-7177","https://www.lls.org/sofl","The mission of The Leukemia & Lymphoma Society (LLS) is: Cure leukemia, lymphoma, Hodgkin's disease and myeloma, and improve the quality of life of patients and their families.","135644916","G  Disease, Disorders, Medical Disciplines","H  Medical Research","T  Philanthropy, Voluntarism, and Grantmaking"
"Leukemia & Lymphoma Society, Georgia, Georgia - South Carolina Region, Atlanta","2859 Paces Ferry Rd SE Ste 725
Atlanta, GA 30339
USA",,"404-720-7900","https://www.lls.org/ga-sc","The mission of The Leukemia & Lymphoma Society (LLS) is: Cure leukemia, lymphoma, Hodgkin's disease and myeloma, and improve the quality of life of patients and their families.","135644916","G  Disease, Disorders, Medical Disciplines","H  Medical Research","T  Philanthropy, Voluntarism, and Grantmaking"
"Leukemia & Lymphoma Society, Illinois, Illinois Region, Chicago","3 International Dr Ste 200
Virtual Chicago Office
Rye Brook, NY 10573
USA",,"888-557-7177","http://www.lls.org/il","The mission of The Leukemia & Lymphoma Society (LLS) is: Cure leukemia, lymphoma, Hodgkin's disease and myeloma, and improve the quality of life of patients and their families.","135644916","G  Disease, Disorders, Medical Disciplines","H  Medical Research","T  Philanthropy, Voluntarism, and Grantmaking"
"Leukemia & Lymphoma Society, Indiana, Michigan - Indiana Region, Indianapolis","11550 N Meridian St Ste 115
Carmel, IN 46032
USA",,"317-860-3840","https://www.lls.org/mi-in","The mission of The Leukemia & Lymphoma Society (LLS) is: Cure leukemia, lymphoma, Hodgkin's disease and myeloma, and improve the quality of life of patients and their families.","135644916","G  Disease, Disorders, Medical Disciplines","H  Medical Research","T  Philanthropy, Voluntarism, and Grantmaking"
